transaction_date,item_code,item_name,category_name,sold_kg,returned_kg,return_rate_pct,avg_return_price
2021-04-18,102900005116547,Needle Mushroom (1),Edible Mushroom,3.823,,0.0,
2021-04-18,102900011009444,Hongshujian,Solanum,1.122,,0.0,
2021-04-18,102900005118824,Spinach,Aquatic Tuberous Vegetables,0.337,,0.0,
2021-04-18,102900005116943,Haixian Mushroom (Bag) (1),Capsicum,1.034,,0.0,
2021-04-19,102900011016701,Mint,Capsicum,13.107,,0.0,
2021-04-19,106949711300068,Caidian Quinoa Artemisia,Edible Mushroom,21.810,,0.0,
2021-04-19,102900005116943,Chinese Cabbage,Capsicum,3.739,,0.0,
2021-04-20,102900005115199,Luosi Pepper,Flower/Leaf Vegetables,12.459,,0.0,
2021-04-20,102900005118572,Amaranth,Flower/Leaf Vegetables,10.741,,0.0,
2021-04-20,102900005116530,Dalong Eggplant,Edible Mushroom,4.000,,0.0,
2021-04-20,102900011009970,Net Lotus Root (1),Cabbage,2.104,,0.0,
2021-04-20,102900005119098,Huangbaicai (2),Edible Mushroom,2.000,,0.0,
2021-04-21,102900005115762,Hongshujian,Flower/Leaf Vegetables,6.000,,0.0,
2021-04-21,102900051004294,Machixian,Capsicum,3.000,,0.0,
2021-04-21,102900005115854,The Agaricus Bisporus,Flower/Leaf Vegetables,4.968,,0.0,
2021-04-21,102900005116226,Yunnan Shengcai,Capsicum,13.041,,0.0,
2021-04-21,102900051010790,Shanghaiqing,Flower/Leaf Vegetables,0.622,,0.0,
2021-04-21,102900005116509,The White Mushroom (Bag),Solanum,0.503,,0.0,
2021-04-22,102900011009444,Apricot Bao Mushroom (Bag),Solanum,39.418,,0.0,
2021-04-22,102900005119098,Honghu Lotus Root Powder (Fenou),Edible Mushroom,1.605,,0.0,
2021-04-22,106958851400125,Chinese Cabbage,Edible Mushroom,16.606,,0.0,
2021-04-22,102900005116943,Green Eggplant (1),Capsicum,4.000,,0.0,
2021-04-23,102900005115960,Needle Mushroom (1),Flower/Leaf Vegetables,5.797,,0.0,
2021-04-23,102900005116257,Red Pepper (1),Solanum,11.805,,0.0,
2021-04-23,102900005125815,High Melon (1),Edible Mushroom,9.081,,0.0,
2021-04-23,102900011013274,Dalong Eggplant,Edible Mushroom,15.979,,0.0,
2021-04-24,102900005116639,Zhuyecai,Flower/Leaf Vegetables,3.000,,0.0,
2021-04-24,102900005119098,Radish Leaves,Edible Mushroom,0.334,,0.0,
2021-04-24,102900005115823,Huangbaicai (2),Flower/Leaf Vegetables,0.833,,0.0,
2021-04-24,102900011013274,Dalong Eggplant,Edible Mushroom,0.517,,0.0,
2021-04-23,102900005119098,Caidian Quinoa Artemisia,Edible Mushroom,20.001,,0.0,
2021-04-23,102900005117209,Green Line Pepper,Capsicum,7.621,,0.0,
2021-04-25,102900011009970,Green Eggplant (1),Cabbage,2.580,,0.0,
2021-04-25,102900005118817,Wawacai,Flower/Leaf Vegetables,17.756,,0.0,
2021-04-25,102900011000328,Panax Notoginseng,Capsicum,1.000,,0.0,
2021-04-25,102900005115762,Fresh Black Fungus (1),Flower/Leaf Vegetables,2.210,,0.0,
2021-04-25,102900005115960,Net Lotus Root (1),Flower/Leaf Vegetables,0.359,,0.0,
2021-04-25,102900005116547,Dongmenkou Xiaobaicai,Edible Mushroom,1.000,,0.0,
2021-04-24,102900005116943,Haixian Mushroom (Bag) (4),Capsicum,3.000,,0.0,
2021-04-25,102900011022030,Chinese Cabbage,Capsicum,2.000,,0.0,
2021-04-26,102900005116226,Millet Pepper,Capsicum,1.767,,0.0,
2021-04-26,102900005115885,Panax Notoginseng,Flower/Leaf Vegetables,1.000,,0.0,
2021-04-26,102900005118824,Green Eggplant (1),Aquatic Tuberous Vegetables,4.000,,0.0,
2021-04-26,102900005118572,Machixian,Flower/Leaf Vegetables,2.249,,0.0,
2021-04-26,102900005118817,Green Hot Peppers,Flower/Leaf Vegetables,3.308,,0.0,
2021-04-26,102900005115984,Yunnan Shengcai,Flower/Leaf Vegetables,1.452,,0.0,
2021-04-26,102900005116233,Xixia Mushroom (1),Capsicum,2.064,,0.0,
2021-04-26,102900005125808,Dalong Eggplant,Capsicum,9.951,,0.0,
2021-04-27,102900011009970,Yellow Xincai (1),Cabbage,20.623,,0.0,
2021-04-27,102900005115854,Naibaicai,Flower/Leaf Vegetables,15.662,,0.0,
2021-04-27,102900011011546,Shanghaiqing,Edible Mushroom,7.000,,0.0,
2021-04-27,102900011000328,Apricot Bao Mushroom (1),Capsicum,2.883,,0.0,
2021-04-27,102900005115984,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,24.098,,0.0,
2021-04-27,102900005116233,Dalong Eggplant,Capsicum,5.896,,0.0,
2021-04-27,102900011001806,Dongmenkou Xiaobaicai,Edible Mushroom,6.610,,0.0,
2021-04-26,102900005119098,Shanghaiqing,Edible Mushroom,0.315,,0.0,
2021-04-28,102900005116257,Huangbaicai (2),Solanum,2.000,,0.0,
2021-04-28,102900005116899,The Agaricus Bisporus,Aquatic Tuberous Vegetables,4.972,,0.0,
2021-04-28,102900005115199,Round Eggplant (2),Flower/Leaf Vegetables,6.914,,0.0,
2021-04-29,102900005115854,Jigu Mushroom (Bunch),Flower/Leaf Vegetables,40.306,,0.0,
2021-04-29,102900011008164,Needle Mushroom (Bag) (3),Flower/Leaf Vegetables,11.463,,0.0,
2021-04-29,102900011009970,Broccoli,Cabbage,7.679,,0.0,
2021-04-29,102900005116509,Xixia Mushroom (1),Solanum,7.881,,0.0,
2021-04-29,102900005116943,Apricot Bao Mushroom (1),Capsicum,2.000,,0.0,
2021-04-29,102900005125815,Fresh Black Fungus (1),Edible Mushroom,1.663,,0.0,
2021-04-30,102900011000328,Purple Beicai,Capsicum,1.000,,0.0,
2021-04-30,102900005118572,Naibaicai,Flower/Leaf Vegetables,26.827,,0.0,
2021-04-30,102900005116509,Dalong Eggplant,Solanum,3.221,,0.0,
2021-04-30,102900051009336,Sichuan Red Cedar,Edible Mushroom,6.790,,0.0,
2021-04-30,102900005116790,Zhuyecai,Flower/Leaf Vegetables,9.282,,0.0,
2021-04-30,102900005116943,Apricot Bao Mushroom (1),Capsicum,2.981,,0.0,
2021-05-01,102900011016701,Green Line Pepper,Capsicum,0.608,,0.0,
2021-05-01,102900005116837,Wawacai,Edible Mushroom,0.229,,0.0,
2021-05-01,102900011000328,Round Eggplant (2),Capsicum,37.333,,0.0,
2021-05-01,102900005118817,Amaranth,Flower/Leaf Vegetables,24.665,,0.0,
2021-05-01,102900005116226,Xixia Mushroom (1),Capsicum,7.457,,0.0,
2021-05-02,102900005118824,Dongmenkou Xiaobaicai,Aquatic Tuberous Vegetables,0.928,,0.0,
2021-05-02,102900005119975,Muercai,Flower/Leaf Vegetables,0.121,,0.0,
2021-05-02,102900011008164,Green Eggplant (1),Flower/Leaf Vegetables,1.118,,0.0,
2021-05-02,102900011001806,Chinese Caterpillar Fungus Flowers,Edible Mushroom,31.648,,0.0,
2021-05-03,102900005118831,Local Shanghaiqing,Flower/Leaf Vegetables,29.807,,0.0,
2021-05-03,102900005118824,Dalong Eggplant,Aquatic Tuberous Vegetables,1.078,,0.0,
2021-05-03,102900005115779,Amaranth,Flower/Leaf Vegetables,5.782,,0.0,
2021-05-03,102900051000463,Needle Mushroom (Bag) (3),Solanum,3.161,,0.0,
2021-05-04,102900005118572,Green Hot Peppers,Flower/Leaf Vegetables,32.392,,0.0,
2021-05-04,102900005119975,The White Mushroom (Bag),Flower/Leaf Vegetables,18.000,,0.0,
2021-05-04,102900005118817,Broccoli,Flower/Leaf Vegetables,16.770,,0.0,
2021-05-04,102900005116257,Haixian Mushroom (Bag) (4),Solanum,2.885,,0.0,
2021-05-04,102900011009970,Amaranth,Cabbage,1.141,,0.0,
2021-05-04,102900005116547,Round Eggplant (2),Edible Mushroom,6.589,,0.0,
2021-05-03,102900005115885,Wuhu Green Pepper (1),Flower/Leaf Vegetables,11.460,,0.0,
2021-05-04,102900005116943,Amaranth,Capsicum,26.358,,0.0,
2021-05-04,102900051004294,Xixia Mushroom (1),Capsicum,1.568,,0.0,
2021-05-04,102900005115854,Haixian Mushroom (Bag) (4),Flower/Leaf Vegetables,21.425,,0.0,
2021-05-04,102900011022030,Zhuyecai,Capsicum,11.406,,0.0,
2021-05-04,102900005115885,Net Lotus Root (1),Flower/Leaf Vegetables,4.259,,0.0,
2021-05-05,102900011008164,Spinach,Flower/Leaf Vegetables,5.000,,0.0,
2021-05-05,102900005115779,Xixia Mushroom (1),Flower/Leaf Vegetables,4.124,,0.0,
2021-05-05,102900005115984,Broccoli,Flower/Leaf Vegetables,3.168,,0.0,
2021-05-05,102900005125808,Naibaicai,Capsicum,4.364,,0.0,
2021-05-05,102900011006689,Net Lotus Root (1),Flower/Leaf Vegetables,0.568,,0.0,
2021-05-04,102900005125815,Caixin,Edible Mushroom,1.520,,0.0,
2021-05-05,102900051010455,Red Hang Pepper,Flower/Leaf Vegetables,1.845,,0.0,
2021-05-05,102900005118831,Eggplant (2),Flower/Leaf Vegetables,1.004,,0.0,
2021-05-06,102900005115762,Naibaicai,Flower/Leaf Vegetables,2.355,,0.0,
2021-05-06,102900005116233,Purple Beicai,Capsicum,16.069,,0.0,
2021-05-06,102900005116547,Green Eggplant (1),Edible Mushroom,7.643,,0.0,
2021-05-06,102900005119975,Ping Mushroom,Flower/Leaf Vegetables,1.000,,0.0,
2021-05-06,102900011006689,High Melon (1),Flower/Leaf Vegetables,6.583,,0.0,
2021-05-06,102900005115885,Yunnan Lettuces,Flower/Leaf Vegetables,3.000,,0.0,
2021-05-06,102900005116837,Eggplant (2),Edible Mushroom,3.410,,0.0,
2021-05-07,102900005115779,Yellow Xincai (1),Flower/Leaf Vegetables,1.269,,0.0,
2021-05-07,102900011000328,Green Line Pepper,Capsicum,3.545,,0.0,
2021-05-07,102900011006689,Red Hang Pepper,Flower/Leaf Vegetables,7.972,,0.0,
2021-05-07,102900005118817,Apricot Bao Mushroom (1),Flower/Leaf Vegetables,8.478,,0.0,
2021-05-07,102900005116837,Purple Beicai,Edible Mushroom,2.290,,0.0,
2021-05-07,102900011022030,Green Line Pepper,Capsicum,6.267,,0.0,
2021-05-07,102900005116547,Broccoli,Edible Mushroom,2.000,,0.0,
2021-05-08,102900011008164,Local Shanghaiqing,Flower/Leaf Vegetables,0.626,,0.0,
2021-05-08,102900005125808,High Melon (1),Capsicum,3.000,,0.0,
2021-05-08,102900005115854,Panax Notoginseng,Flower/Leaf Vegetables,2.256,,0.0,
2021-05-09,102900005116899,Zhuyecai,Aquatic Tuberous Vegetables,2.000,,0.0,
2021-05-09,102900011009970,Dalong Eggplant,Cabbage,2.000,,0.0,
2021-05-09,102900005116714,Apricot Bao Mushroom (1),Cabbage,1.054,,0.0,
2021-05-09,102900011000328,Haixian Mushroom (1),Capsicum,1.809,,0.0,
2021-05-09,102900005116837,Red Pepper (1),Edible Mushroom,1.000,,0.0,
2021-05-09,102900005123880,Wawacai,Capsicum,7.000,,0.0,
2021-05-10,102900005115786,Xixia Mushroom (1),Flower/Leaf Vegetables,2.000,,0.0,
2021-05-10,102900005125808,Zhuyecai,Capsicum,8.634,,0.0,
2021-05-10,102900011009444,Broccoli,Solanum,2.000,,0.0,
2021-05-10,102900005119098,Eggplant (2),Edible Mushroom,11.102,,0.0,
2021-05-10,102900005115793,Green Hot Peppers,Flower/Leaf Vegetables,1.998,,0.0,
2021-05-10,102900011013274,Luosi Pepper,Edible Mushroom,13.033,,0.0,
2021-05-11,102900005116530,Needle Mushroom (Bag) (3),Edible Mushroom,25.014,,0.0,
2021-05-11,102900005116714,Apricot Bao Mushroom (Bag),Cabbage,19.002,,0.0,
2021-05-11,102900005116837,The White Mushroom (Bag),Edible Mushroom,16.796,,0.0,
2021-05-11,102900005119098,Wuhu Green Pepper (1),Edible Mushroom,5.884,,0.0,
2021-05-12,102900005115779,Muercai,Flower/Leaf Vegetables,2.406,,0.0,
2021-05-12,102900005118572,The White Mushroom (Bag),Flower/Leaf Vegetables,1.000,,0.0,
2021-05-12,102900005119098,Zhuyecai,Edible Mushroom,0.191,,0.0,
2021-05-12,102900011006689,Xixia Mushroom (1),Flower/Leaf Vegetables,1.000,,0.0,
2021-05-12,102900011009444,Hongshujian,Solanum,2.449,,0.0,
2021-05-12,102900011002414,Broccoli,Flower/Leaf Vegetables,22.900,,0.0,
2021-05-12,102900011012994,Apricot Bao Mushroom (Bag),Edible Mushroom,1.704,,0.0,
2021-05-12,102900011022030,Red Hang Pepper,Capsicum,4.629,,0.0,
2021-05-13,102900005115779,Haixian Mushroom (1),Flower/Leaf Vegetables,2.679,,0.0,
2021-05-13,102900005118572,Haixian Mushroom (1),Flower/Leaf Vegetables,6.604,,0.0,
2021-05-13,102900011008164,Broccoli,Flower/Leaf Vegetables,1.411,,0.0,
2021-05-13,102900051000463,Green Hot Peppers,Solanum,4.048,,0.0,
2021-05-14,102900005115823,Panax Notoginseng,Flower/Leaf Vegetables,5.151,,0.0,
2021-05-14,102900051010455,Dalong Eggplant,Flower/Leaf Vegetables,20.368,,0.0,
2021-05-14,106949711300068,Haixian Mushroom (Bag) (4),Edible Mushroom,3.398,,0.0,
2021-05-14,102900005118572,Wawacai,Flower/Leaf Vegetables,1.466,,0.0,
2021-05-13,102900005115854,Apricot Bao Mushroom (Bag),Flower/Leaf Vegetables,0.464,,0.0,
2021-05-14,102900005116509,Jigu Mushroom (Bunch),Solanum,1.968,,0.0,
2021-05-14,102900005116219,Needle Mushroom (1),Capsicum,10.784,,0.0,
2021-05-14,102900005115854,Chinese Cabbage,Flower/Leaf Vegetables,10.168,,0.0,
2021-05-15,102900051010455,Hongshujian,Flower/Leaf Vegetables,6.000,,0.0,
2021-05-15,102900005118824,Amaranth,Aquatic Tuberous Vegetables,2.275,,0.0,
2021-05-15,102900051000463,Red Hot Peppers,Solanum,6.505,,0.0,
2021-05-15,102900005119098,Red Hang Pepper,Edible Mushroom,7.387,,0.0,
2021-05-15,102900005115960,Apricot Bao Mushroom (Bag),Flower/Leaf Vegetables,11.945,,0.0,
2021-05-15,102900005116509,Xixia Xianggu Mushroom (2),Solanum,7.593,,0.0,
2021-05-16,102900005115854,Huangbaicai (2),Flower/Leaf Vegetables,7.029,,0.0,
2021-05-16,102900005115960,Wuhu Green Pepper (1),Flower/Leaf Vegetables,4.181,,0.0,4.5
2021-05-16,102900005116257,Red Pepper (2),Solanum,3.922,,0.0,
2021-05-16,102900005125808,Apricot Bao Mushroom (2),Capsicum,3.040,,0.0,
2021-05-17,102900005116509,The Local Yellow Youcai,Solanum,1.424,,0.0,
2021-05-17,102900005115786,Wuhu Green Pepper (1),Flower/Leaf Vegetables,7.619,,0.0,
2021-05-17,102900011000328,Needle Mushroom (2),Capsicum,12.325,,0.0,
2021-05-17,102900005115779,Cabbage Stem (Bag),Flower/Leaf Vegetables,9.446,,0.0,
2021-05-17,102900005115168,Jigu (Bag),Flower/Leaf Vegetables,5.249,,0.0,
2022-10-06,102900011030097,Spinach (Bag),Flower/Leaf Vegetables,2.000,,0.0,
2022-10-05,102900011032619,Haixian Mushroom (Bag),Flower/Leaf Vegetables,5.703,,0.0,
2022-10-05,102900011031100,Net Lotus Root (3),Cabbage,2.267,,0.0,
2022-10-05,102900005116899,Net Lotus Root (3),Flower/Leaf Vegetables,9.297,,0.0,
2022-10-06,102900011032848,The White Mushroom (Bag),Capsicum,4.196,,0.0,
2022-10-05,102900011035511,Xixia Mushroom (1),Capsicum,23.408,,0.0,
2022-10-05,102900005115625,Huangxincai (2),Edible Mushroom,22.000,,0.0,
2022-10-06,102900011032244,Powcan Mountain Chinese Cabbage ,Solanum,13.303,,0.0,
2022-10-05,102900005118831,Red Hot Peppers (Bag),Capsicum,26.000,,0.0,
2022-10-07,102900011032619,Hongshujian,Capsicum,8.054,,0.0,
2022-10-07,102900005116899,The Crab Flavor Mushroom (1),Flower/Leaf Vegetables,10.000,,0.0,
2022-10-07,102900011032251,Green Hot Peppers (Bag),Flower/Leaf Vegetables,15.000,,0.0,
2022-10-07,102900051010455,Net Lotus Root (1),Cabbage,3.914,,0.0,
2022-10-07,102900005119975,Shanghai Green (Bag),Capsicum,41.000,,0.0,
2022-10-07,102900011034439,Hongshujian,Flower/Leaf Vegetables,12.000,,0.0,
2022-10-06,102900005115878,Huangbaicai (2),Cabbage,14.000,,0.0,
2022-10-06,102900005119104,Powcan Mountain Chinese Cabbage ,Flower/Leaf Vegetables,2.839,,0.0,
2022-10-07,102900011030912,Xixia Mushroom (1),Capsicum,2.889,,0.0,
2022-10-07,102900005115946,Yunnan Lettuce (Bag),Capsicum,5.651,,0.0,
2022-10-06,102900011034330,Zhuyecai,Capsicum,1.303,,0.0,
2022-10-08,102900011030110,Hongshujian,Flower/Leaf Vegetables,38.000,,0.0,
2022-10-09,102900011035078,Luosi Pepper (Bag),Edible Mushroom,1.699,,0.0,
2022-10-09,102900011030912,7 Colour Pepper (2),Flower/Leaf Vegetables,5.000,,0.0,
2022-10-09,102900011034439,Xiaoqingcai (Bag),Edible Mushroom,1.232,,0.0,
2022-10-10,102900011033906,Powcan Mountain Chinese Cabbage ,Edible Mushroom,1.259,,0.0,
2022-10-10,102900011032732,Fresh Edible Fungus (Bag),Capsicum,52.000,,0.0,
2022-10-10,102900011031582,Red Bell Pepper (2),Solanum,26.000,,0.0,
2022-10-10,102900011035511,Yunnan Leaf Lettuce (Bag),Flower/Leaf Vegetables,1.305,,0.0,
2022-10-11,102900011030110,Xiaoqingcai (Bag),Solanum,5.000,,0.0,
2022-10-11,102900011033944,Huangbaicai (2),Capsicum,1.277,,0.0,
2022-10-11,106949711300259,Net Lotus Root (3),Edible Mushroom,1.788,,0.0,
2022-10-10,102900011032237,Chinese Caterpillar Fungus Flowers (Bag),Edible Mushroom,0.582,,0.0,
2022-10-11,102900011035511,Net Lotus Root (1),Capsicum,2.000,,0.0,
2022-10-11,102900011032213,Honghu Lotus Root Powder (Fenou),Edible Mushroom,7.000,,0.0,
2022-10-12,102900011034231,Powcan Mountain Chinese Cabbage ,Flower/Leaf Vegetables,1.000,,0.0,
2022-10-12,102900011030059,Red Hang Pepper (Bag),Flower/Leaf Vegetables,3.607,,0.0,
2022-10-12,106949711300259,Huangbaicai (2),Edible Mushroom,30.418,,0.0,
2022-10-12,102900011032244,Xixia Xianggu Mushroom (Bag),Solanum,35.191,,0.0,
2022-10-12,102900011032619,Xixia Xianggu Mushroom (2),Cabbage,4.000,,0.0,
2022-10-13,102900011016701,Spinach (Bag),Flower/Leaf Vegetables,8.000,,0.0,
2022-10-13,102900005116714,Apricot Bao Mushroom (2),Flower/Leaf Vegetables,47.178,,0.0,
2022-10-13,102900011030110,Zhijiang Qinggengsanhua,Aquatic Tuberous Vegetables,5.815,,0.0,
2022-10-13,102900011033944,Red Hang Pepper (Bag),Flower/Leaf Vegetables,9.000,,0.0,
2022-10-13,102900011021842,Yunnan Lettuce (Bag),Flower/Leaf Vegetables,1.473,,0.0,
2022-10-13,102900011032367,Spinach (Bag),Flower/Leaf Vegetables,52.000,,0.0,
2022-10-13,102900011031100,Huangbaicai (2),Edible Mushroom,16.076,,0.0,
2022-10-14,106949711300259,Shanghai Green (Bag),Flower/Leaf Vegetables,6.155,,0.0,
2022-10-14,102900011034026,Eggplant (1),Aquatic Tuberous Vegetables,5.156,,0.0,
2022-10-14,102900011030097,Xixia Xianggu Mushroom (Bag),Flower/Leaf Vegetables,1.904,,0.0,
2022-10-14,102900011031100,Green Hot Peppers (Bag),Capsicum,27.856,,0.0,
2022-10-14,102900011030929,Local Xiaomao Cabbage,Edible Mushroom,30.470,,0.0,
2022-10-14,102900011032848,Powcan Mountain Chinese Cabbage ,Capsicum,11.447,,0.0,
2022-10-14,102900011035078,Green And Red Hang Pepper Mix (Bag),Solanum,6.531,,0.0,
2022-10-14,102900011033920,The Local Yellow Youcai,Flower/Leaf Vegetables,13.000,,0.0,
2022-10-14,102900011031926,Net Lotus Root (1),Cabbage,2.000,,0.0,
2022-10-15,102900011032343,Sweet Chinese Cabbage,Capsicum,1.847,,0.0,
2022-10-15,102900011031926,Wuhu Green Pepper (1),Flower/Leaf Vegetables,0.576,,0.0,
2022-10-16,102900005115878,Huangbaicai (2),Flower/Leaf Vegetables,1.397,,0.0,
2022-10-16,102900011032022,Amaranth (Bag),Flower/Leaf Vegetables,5.000,,0.0,
2022-10-16,102900005115625,Yunnan Leaf Lettuce (Bag),Cabbage,2.000,,0.0,
2022-10-16,102900011031926,Spinach,Capsicum,2.000,,0.0,
2022-10-16,102900011031995,Red Pepper (2),Edible Mushroom,2.261,,0.0,
2022-10-15,102900011032367,Ginger And Xiaomijiao Mix (Small Bag),Solanum,2.172,,0.0,
2022-10-17,102900011022849,Broccoli,Flower/Leaf Vegetables,2.000,,0.0,
2022-10-17,102900011034231,Jigu (Bag),Edible Mushroom,1.165,,0.0,
2022-10-17,102900005116257,Garden Chrysanthemum,Flower/Leaf Vegetables,1.187,,0.0,
2022-10-16,102900011031582,Apricot Bao Mushroom (2),Capsicum,22.000,,0.0,
2022-10-17,102900011031995,Caixin (Bag),Flower/Leaf Vegetables,2.684,,0.0,
2022-10-18,102900011021842,Amaranth (Bag),Flower/Leaf Vegetables,2.000,,0.0,
2022-10-18,102900011034026,Huangbaicai (2),Edible Mushroom,21.000,,0.0,
2022-10-17,102900011035771,Net Lotus Root (1),Solanum,12.000,,0.0,
2022-10-19,102900005115878,Eggplant (2),Capsicum,1.786,,0.0,
2022-10-19,102900011032251,Luosi Pepper (Bag),Flower/Leaf Vegetables,8.000,,0.0,
2022-10-19,102900011008522,Xiaozhoupi (Bag),Solanum,0.546,,0.0,
2022-10-19,102900011034224,Xixia Xianggu Mushroom (Bag),Capsicum,2.879,,0.0,
2022-10-19,102900011030059,Green And Red Hang Pepper Mix (Bag),Capsicum,6.396,,0.0,
2022-10-19,102900011021842,Yuxingcao (Bag),Capsicum,3.000,,0.0,
2022-10-19,102900011030929,Green Hot Peppers (Bag),Flower/Leaf Vegetables,6.000,,0.0,
2022-10-20,102900005116714,The White Mushroom (Bag),Aquatic Tuberous Vegetables,4.575,,-3.57,
2022-10-19,102900005118817,Green And Red Hang Pepper Mix (Bag),Flower/Leaf Vegetables,1.000,,0.0,
2022-10-20,102900011034026,Red Hot Peppers (Bag),Cabbage,24.000,,0.0,
2022-10-21,102900011032022,Luosi Pepper (Bag),Flower/Leaf Vegetables,12.000,,0.0,
2022-10-20,102900051010790,Shanghai Green (Bag),Capsicum,6.325,,0.0,
2022-10-21,102900011035764,Green Line Pepper (Bag),Edible Mushroom,5.000,,0.0,
2022-10-22,102900011016701,Honghu Lotus Root Powder (Fenou),Edible Mushroom,4.000,-0.289,0.0,
2022-10-22,102900011032732,Shanghai Green (Bag),Capsicum,0.226,,0.0,
2022-10-22,106949711300259,Red Pepper (2),Flower/Leaf Vegetables,1.104,,0.0,
2022-10-22,102900011031926,Spinach (Bag),Flower/Leaf Vegetables,2.000,,0.0,
2022-10-22,102900011030929,Apricot Bao Mushroom (2),Capsicum,37.477,,0.0,
2022-10-23,102900011033944,Yellow Baicai (1),Solanum,30.208,,0.0,
2022-10-23,102900011035764,Haixian Mushroom (Bag),Flower/Leaf Vegetables,1.234,,0.0,
2022-10-23,102900011016701,Yunnan Leaf Lettuce (Bag),Solanum,17.000,,0.0,
2022-10-23,102900011035771,The Crab Flavor Mushroom (1),Flower/Leaf Vegetables,2.678,,0.0,
2022-10-23,102900011032343,Yellow Baicai (1),Aquatic Tuberous Vegetables,1.000,,0.0,
2022-10-24,102900011030059,Huangxincai (2),Solanum,24.880,,0.0,
2022-10-24,102900011033920,Eggplant (2),Flower/Leaf Vegetables,17.228,,0.0,
2022-10-24,102900011030097,Red Hang Pepper (Bag),Solanum,35.000,,0.0,
2022-10-24,102900011035771,Apricot Bao Mushroom (2),Capsicum,1.000,,0.0,
2022-10-24,102900011031995,Ginger And Xiaomijiao Mix (Small Bag),Edible Mushroom,0.955,,0.0,
2022-10-25,102900005116714,Xixia Xianggu Mushroom (Bag),Capsicum,12.897,,0.0,
2022-10-25,102900011034231,Chinese Caterpillar Fungus Flowers (Bag),Capsicum,0.295,,0.0,
2022-10-25,102900011035078,Amaranth (Bag),Edible Mushroom,1.000,,0.0,
2022-10-25,102900011034200,Yunnan Leaf Lettuce (Bag),Edible Mushroom,2.934,,0.0,
2022-10-26,102900011032732,Xixia Mushroom (1),Aquatic Tuberous Vegetables,6.252,,0.0,
2022-10-27,102900011030929,Xiaozhoupi (Bag),Flower/Leaf Vegetables,0.295,,0.0,
2022-10-27,102900005116714,Chinese Caterpillar Fungus Flowers (Bag),Solanum,6.000,,0.0,
2022-10-27,102900011030141,Yuxingcao (Bag),Capsicum,0.442,,0.0,
2022-10-27,102900011030912,Red Hang Pepper (Bag),Solanum,38.130,,0.0,
2022-10-27,102900011021842,Wuhu Green Pepper (1),Edible Mushroom,8.268,,0.0,
2022-10-27,102900011033906,Eggplant (2),Edible Mushroom,19.000,,0.0,
2022-10-27,102900005122654,Luosi Pepper (Bag),Edible Mushroom,1.125,,0.0,
2022-10-27,102900011032237,Caixin (Bag),Flower/Leaf Vegetables,0.104,,0.0,
2022-10-26,102900011030134,Naibaicai,Solanum,2.047,,0.0,
2022-10-28,102900011016701,Yunnan Lettuce (Bag),Edible Mushroom,13.000,,0.0,
